Fragment Size,Count,Range,Group,BAM File
17254170,2,>1000,Tumor,E27-tumor.bam
34105399,2,>1000,Tumor,E27-tumor.bam
28426885,2,>1000,Tumor,E27-tumor.bam
28426924,2,>1000,Tumor,E27-tumor.bam
23071661,2,>1000,Tumor,E27-tumor.bam
1428,2,>1000,Tumor,E27-tumor.bam
50792218,2,>1000,Tumor,E27-tumor.bam
1423,2,>1000,Tumor,E27-tumor.bam
653,2,500-1000,Tumor,E27-tumor.bam
677,2,500-1000,Tumor,E27-tumor.bam
832,2,500-1000,Tumor,E27-tumor.bam
593044,2,>1000,Tumor,E27-tumor.bam
950,2,500-1000,Tumor,E27-tumor.bam
723,2,500-1000,Tumor,E27-tumor.bam
98094885,2,>1000,Tumor,E27-tumor.bam
2301,2,>1000,Tumor,E27-tumor.bam
73176967,2,>1000,Tumor,E27-tumor.bam
9179,2,>1000,Tumor,E27-tumor.bam
17644541,2,>1000,Tumor,E27-tumor.bam
17644429,2,>1000,Tumor,E27-tumor.bam
863,2,500-1000,Tumor,E27-tumor.bam
795,2,500-1000,Tumor,E27-tumor.bam
823,2,500-1000,Tumor,E27-tumor.bam
34455614,2,>1000,Tumor,E27-tumor.bam
34455691,2,>1000,Tumor,E27-tumor.bam
17270241,2,>1000,Tumor,E27-tumor.bam
17270108,2,>1000,Tumor,E27-tumor.bam
20579182,2,>1000,Tumor,E27-tumor.bam
1195,2,>1000,Tumor,E27-tumor.bam
2605,2,>1000,Tumor,E27-tumor.bam
5830,2,>1000,Tumor,E27-tumor.bam
2080,2,>1000,Tumor,E27-tumor.bam
794,2,500-1000,Tumor,E27-tumor.bam
1233,2,>1000,Tumor,E27-tumor.bam
967,2,500-1000,Tumor,E27-tumor.bam
59333850,2,>1000,Tumor,E27-tumor.bam
626,2,500-1000,Tumor,E27-tumor.bam
1216,2,>1000,Tumor,E27-tumor.bam
193579833,2,>1000,Tumor,E27-tumor.bam
1124,2,>1000,Tumor,E27-tumor.bam
906,2,500-1000,Tumor,E27-tumor.bam
2739,2,>1000,Tumor,E27-tumor.bam
738,2,500-1000,Tumor,E27-tumor.bam
693,2,500-1000,Tumor,E27-tumor.bam
674,2,500-1000,Tumor,E27-tumor.bam
1013,2,>1000,Tumor,E27-tumor.bam
1243,2,>1000,Tumor,E27-tumor.bam
68806617,2,>1000,Tumor,E27-tumor.bam
42098594,2,>1000,Tumor,E27-tumor.bam
87935176,2,>1000,Tumor,E27-tumor.bam
87935172,2,>1000,Tumor,E27-tumor.bam
13666235,2,>1000,Tumor,E27-tumor.bam
13666290,2,>1000,Tumor,E27-tumor.bam
1623,2,>1000,Tumor,E27-tumor.bam
25156638,2,>1000,Tumor,E27-tumor.bam
242728153,2,>1000,Tumor,E27-tumor.bam
242728196,2,>1000,Tumor,E27-tumor.bam
678,2,500-1000,Tumor,E27-tumor.bam
1477,2,>1000,Tumor,E27-tumor.bam
124959099,2,>1000,Tumor,E27-tumor.bam
124959124,2,>1000,Tumor,E27-tumor.bam
32953112,2,>1000,Tumor,E27-tumor.bam
710,2,500-1000,Tumor,E27-tumor.bam
2247,2,>1000,Tumor,E27-tumor.bam
3399384,2,>1000,Tumor,E27-tumor.bam
3405233,2,>1000,Tumor,E27-tumor.bam
3785757,2,>1000,Tumor,E27-tumor.bam
9200,2,>1000,Tumor,E27-tumor.bam
9062,2,>1000,Tumor,E27-tumor.bam
2352,2,>1000,Tumor,E27-tumor.bam
116730922,2,>1000,Tumor,E27-tumor.bam
116731030,2,>1000,Tumor,E27-tumor.bam
14335634,2,>1000,Tumor,E27-tumor.bam
14335798,2,>1000,Tumor,E27-tumor.bam
48180,2,>1000,Tumor,E27-tumor.bam
26473,2,>1000,Tumor,E27-tumor.bam
3812,2,>1000,Tumor,E27-tumor.bam
8116815,2,>1000,Tumor,E27-tumor.bam
8116681,2,>1000,Tumor,E27-tumor.bam
13902,2,>1000,Tumor,E27-tumor.bam
13901,2,>1000,Tumor,E27-tumor.bam
1574,2,>1000,Tumor,E27-tumor.bam
13894,2,>1000,Tumor,E27-tumor.bam
13905,2,>1000,Tumor,E27-tumor.bam
13891,2,>1000,Tumor,E27-tumor.bam
13907,2,>1000,Tumor,E27-tumor.bam
13892,2,>1000,Tumor,E27-tumor.bam
13924,2,>1000,Tumor,E27-tumor.bam
1596,2,>1000,Tumor,E27-tumor.bam
13912,2,>1000,Tumor,E27-tumor.bam
14048,2,>1000,Tumor,E27-tumor.bam
74207,2,>1000,Tumor,E27-tumor.bam
2990005,2,>1000,Tumor,E27-tumor.bam
2990119,2,>1000,Tumor,E27-tumor.bam
74195,2,>1000,Tumor,E27-tumor.bam
113246,2,>1000,Tumor,E27-tumor.bam
113248,2,>1000,Tumor,E27-tumor.bam
113255,2,>1000,Tumor,E27-tumor.bam
316357,2,>1000,Tumor,E27-tumor.bam
324164,2,>1000,Tumor,E27-tumor.bam
324134,2,>1000,Tumor,E27-tumor.bam
814,2,500-1000,Tumor,E27-tumor.bam
3358898,2,>1000,Tumor,E27-tumor.bam
3358206,2,>1000,Tumor,E27-tumor.bam
3374740,2,>1000,Tumor,E27-tumor.bam
831,2,500-1000,Tumor,E27-tumor.bam
7750003,2,>1000,Tumor,E27-tumor.bam
1020,2,>1000,Tumor,E27-tumor.bam
1613,2,>1000,Tumor,E27-tumor.bam
3740,2,>1000,Tumor,E27-tumor.bam
1093,2,>1000,Tumor,E27-tumor.bam
2005,2,>1000,Tumor,E27-tumor.bam
830,2,500-1000,Tumor,E27-tumor.bam
161697308,2,>1000,Tumor,E27-tumor.bam
2916,2,>1000,Tumor,E27-tumor.bam
949,2,500-1000,Tumor,E27-tumor.bam
31912326,2,>1000,Tumor,E27-tumor.bam
31912479,2,>1000,Tumor,E27-tumor.bam
22571206,2,>1000,Tumor,E27-tumor.bam
2752956,2,>1000,Tumor,E27-tumor.bam
22593806,2,>1000,Tumor,E27-tumor.bam
5820219,2,>1000,Tumor,E27-tumor.bam
52039940,2,>1000,Tumor,E27-tumor.bam
52040095,2,>1000,Tumor,E27-tumor.bam
111558235,2,>1000,Tumor,E27-tumor.bam
111558064,2,>1000,Tumor,E27-tumor.bam
843,2,500-1000,Tumor,E27-tumor.bam
749,2,500-1000,Tumor,E27-tumor.bam
1103,2,>1000,Tumor,E27-tumor.bam
69386583,2,>1000,Tumor,E27-tumor.bam
68065704,2,>1000,Tumor,E27-tumor.bam
27437712,2,>1000,Tumor,E27-tumor.bam
109806035,2,>1000,Tumor,E27-tumor.bam
109806047,2,>1000,Tumor,E27-tumor.bam
1188,2,>1000,Tumor,E27-tumor.bam
2009,2,>1000,Tumor,E27-tumor.bam
4652919,2,>1000,Tumor,E27-tumor.bam
4652911,2,>1000,Tumor,E27-tumor.bam
1264,2,>1000,Tumor,E27-tumor.bam
19394787,2,>1000,Tumor,E27-tumor.bam
815,2,500-1000,Tumor,E27-tumor.bam
856,2,500-1000,Tumor,E27-tumor.bam
1059,2,>1000,Tumor,E27-tumor.bam
2206,2,>1000,Tumor,E27-tumor.bam
1152,2,>1000,Tumor,E27-tumor.bam
61146746,2,>1000,Tumor,E27-tumor.bam
954,2,500-1000,Tumor,E27-tumor.bam
1299,2,>1000,Tumor,E27-tumor.bam
82290815,2,>1000,Tumor,E27-tumor.bam
150483689,2,>1000,Tumor,E27-tumor.bam
92203455,2,>1000,Tumor,E27-tumor.bam
92203453,2,>1000,Tumor,E27-tumor.bam
1680,2,>1000,Tumor,E27-tumor.bam
100051810,2,>1000,Tumor,E27-tumor.bam
97538831,2,>1000,Tumor,E27-tumor.bam
97538979,2,>1000,Tumor,E27-tumor.bam
5186,2,>1000,Tumor,E27-tumor.bam
5019,2,>1000,Tumor,E27-tumor.bam
148192082,2,>1000,Tumor,E27-tumor.bam
1032,2,>1000,Tumor,E27-tumor.bam
1675,2,>1000,Tumor,E27-tumor.bam
1713,2,>1000,Tumor,E27-tumor.bam
93985475,2,>1000,Tumor,E27-tumor.bam
93985519,2,>1000,Tumor,E27-tumor.bam
16091860,2,>1000,Tumor,E27-tumor.bam
24902428,2,>1000,Tumor,E27-tumor.bam
1341,2,>1000,Tumor,E27-tumor.bam
1210,2,>1000,Tumor,E27-tumor.bam
202748748,2,>1000,Tumor,E27-tumor.bam
202748894,2,>1000,Tumor,E27-tumor.bam
889,2,500-1000,Tumor,E27-tumor.bam
746,2,500-1000,Tumor,E27-tumor.bam
1045,2,>1000,Tumor,E27-tumor.bam
112086550,2,>1000,Tumor,E27-tumor.bam
32871282,2,>1000,Tumor,E27-tumor.bam
1063,2,>1000,Tumor,E27-tumor.bam
33972422,2,>1000,Tumor,E27-tumor.bam
33972522,2,>1000,Tumor,E27-tumor.bam
1213,2,>1000,Tumor,E27-tumor.bam
2042,2,>1000,Tumor,E27-tumor.bam
50957105,2,>1000,Tumor,E27-tumor.bam
135631702,2,>1000,Tumor,E27-tumor.bam
135631676,2,>1000,Tumor,E27-tumor.bam
45410081,2,>1000,Tumor,E27-tumor.bam
45410099,2,>1000,Tumor,E27-tumor.bam
127054887,2,>1000,Tumor,E27-tumor.bam
1052,2,>1000,Tumor,E27-tumor.bam
963,2,500-1000,Tumor,E27-tumor.bam
14779170,2,>1000,Tumor,E27-tumor.bam
809,2,500-1000,Tumor,E27-tumor.bam
11989073,2,>1000,Tumor,E27-tumor.bam
1336,2,>1000,Tumor,E27-tumor.bam
1096,2,>1000,Tumor,E27-tumor.bam
784,2,500-1000,Tumor,E27-tumor.bam
8865,2,>1000,Tumor,E27-tumor.bam
81863162,2,>1000,Tumor,E27-tumor.bam
3930735,2,>1000,Tumor,E27-tumor.bam
142683,2,>1000,Tumor,E27-tumor.bam
142714,2,>1000,Tumor,E27-tumor.bam
51549573,2,>1000,Tumor,E27-tumor.bam
4035,2,>1000,Tumor,E27-tumor.bam
106642624,2,>1000,Tumor,E27-tumor.bam
58505026,2,>1000,Tumor,E27-tumor.bam
96681712,2,>1000,Tumor,E27-tumor.bam
779,2,500-1000,Tumor,E27-tumor.bam
740,2,500-1000,Tumor,E27-tumor.bam
3304,2,>1000,Tumor,E27-tumor.bam
660,2,500-1000,Tumor,E27-tumor.bam
964,2,500-1000,Tumor,E27-tumor.bam
897,2,500-1000,Tumor,E27-tumor.bam
1072,2,>1000,Tumor,E27-tumor.bam
987,2,500-1000,Tumor,E27-tumor.bam
1058998,2,>1000,Tumor,E27-tumor.bam
811,2,500-1000,Tumor,E27-tumor.bam
5994548,2,>1000,Tumor,E27-tumor.bam
5994557,2,>1000,Tumor,E27-tumor.bam
32139044,2,>1000,Tumor,E27-tumor.bam
32139137,2,>1000,Tumor,E27-tumor.bam
822440,2,>1000,Tumor,E27-tumor.bam
822419,2,>1000,Tumor,E27-tumor.bam
34259230,2,>1000,Tumor,E27-tumor.bam
719,2,500-1000,Tumor,E27-tumor.bam
26364617,2,>1000,Tumor,E27-tumor.bam
26364426,2,>1000,Tumor,E27-tumor.bam
1056,2,>1000,Tumor,E27-tumor.bam
11874828,2,>1000,Tumor,E27-tumor.bam
1289,2,>1000,Tumor,E27-tumor.bam
813,2,500-1000,Tumor,E27-tumor.bam
635,2,500-1000,Tumor,E27-tumor.bam
1393,2,>1000,Tumor,E27-tumor.bam
1307,2,>1000,Tumor,E27-tumor.bam
28453664,2,>1000,Tumor,E27-tumor.bam
847,2,500-1000,Tumor,E27-tumor.bam
44404306,2,>1000,Tumor,E27-tumor.bam
44300446,2,>1000,Tumor,E27-tumor.bam
44300302,2,>1000,Tumor,E27-tumor.bam
922,2,500-1000,Tumor,E27-tumor.bam
32331186,2,>1000,Tumor,E27-tumor.bam
149272753,2,>1000,Tumor,E27-tumor.bam
149272752,2,>1000,Tumor,E27-tumor.bam
604,2,500-1000,Tumor,E27-tumor.bam
32331175,2,>1000,Tumor,E27-tumor.bam
1416,2,>1000,Tumor,E27-tumor.bam
30040445,2,>1000,Tumor,E27-tumor.bam
720,2,500-1000,Tumor,E27-tumor.bam
19826454,2,>1000,Tumor,E27-tumor.bam
1804,2,>1000,Tumor,E27-tumor.bam
1261,2,>1000,Tumor,E27-tumor.bam
2138,2,>1000,Tumor,E27-tumor.bam
49773336,2,>1000,Tumor,E27-tumor.bam
1336851,2,>1000,Tumor,E27-tumor.bam
1753,2,>1000,Tumor,E27-tumor.bam
34845682,2,>1000,Tumor,E27-tumor.bam
52964780,2,>1000,Tumor,E27-tumor.bam
5367175,2,>1000,Tumor,E27-tumor.bam
5367211,2,>1000,Tumor,E27-tumor.bam
38164180,2,>1000,Tumor,E27-tumor.bam
34113129,2,>1000,Tumor,E27-tumor.bam
76882608,2,>1000,Tumor,E27-tumor.bam
3867,2,>1000,Tumor,E27-tumor.bam
1172,2,>1000,Tumor,E27-tumor.bam
461243,2,>1000,Tumor,E27-tumor.bam
3214,2,>1000,Tumor,E27-tumor.bam
3219,2,>1000,Tumor,E27-tumor.bam
8303,2,>1000,Tumor,E27-tumor.bam
62592058,2,>1000,Tumor,E27-tumor.bam
25082668,2,>1000,Tumor,E27-tumor.bam
1142,2,>1000,Tumor,E27-tumor.bam
113852163,2,>1000,Tumor,E27-tumor.bam
899,2,500-1000,Tumor,E27-tumor.bam
1824,2,>1000,Tumor,E27-tumor.bam
2791,2,>1000,Tumor,E27-tumor.bam
2645,2,>1000,Tumor,E27-tumor.bam
921,2,500-1000,Tumor,E27-tumor.bam
2901,2,>1000,Tumor,E27-tumor.bam
766,2,500-1000,Tumor,E27-tumor.bam
1327,2,>1000,Tumor,E27-tumor.bam
910,2,500-1000,Tumor,E27-tumor.bam
689,2,500-1000,Tumor,E27-tumor.bam
1590,2,>1000,Tumor,E27-tumor.bam
2161,2,>1000,Tumor,E27-tumor.bam
684,2,500-1000,Tumor,E27-tumor.bam
663,2,500-1000,Tumor,E27-tumor.bam
903,2,500-1000,Tumor,E27-tumor.bam
59309201,2,>1000,Tumor,E27-tumor.bam
57706843,2,>1000,Tumor,E27-tumor.bam
57706768,2,>1000,Tumor,E27-tumor.bam
1031,2,>1000,Tumor,E27-tumor.bam
1097,2,>1000,Tumor,E27-tumor.bam
2246,2,>1000,Tumor,E27-tumor.bam
965,2,500-1000,Tumor,E27-tumor.bam
871,2,500-1000,Tumor,E27-tumor.bam
35538276,2,>1000,Tumor,E27-tumor.bam
35538113,2,>1000,Tumor,E27-tumor.bam
1747,2,>1000,Tumor,E27-tumor.bam
7133619,2,>1000,Tumor,E27-tumor.bam
8288,2,>1000,Tumor,E27-tumor.bam
1834,2,>1000,Tumor,E27-tumor.bam
10569632,2,>1000,Tumor,E27-tumor.bam
43161003,2,>1000,Tumor,E27-tumor.bam
71995754,2,>1000,Tumor,E27-tumor.bam
71995721,2,>1000,Tumor,E27-tumor.bam
697,2,500-1000,Tumor,E27-tumor.bam
1078,2,>1000,Tumor,E27-tumor.bam
1019,2,>1000,Tumor,E27-tumor.bam
1005,2,>1000,Tumor,E27-tumor.bam
1567,2,>1000,Tumor,E27-tumor.bam
1155,2,>1000,Tumor,E27-tumor.bam
2355,2,>1000,Tumor,E27-tumor.bam
592,2,500-1000,Tumor,E27-tumor.bam
8125,2,>1000,Tumor,E27-tumor.bam
2530,2,>1000,Tumor,E27-tumor.bam
988,2,500-1000,Tumor,E27-tumor.bam
1471,2,>1000,Tumor,E27-tumor.bam
1774,2,>1000,Tumor,E27-tumor.bam
56393,2,>1000,Tumor,E27-tumor.bam
58162,2,>1000,Tumor,E27-tumor.bam
10954,2,>1000,Tumor,E27-tumor.bam
1274,2,>1000,Tumor,E27-tumor.bam
5772,2,>1000,Tumor,E27-tumor.bam
3079,2,>1000,Tumor,E27-tumor.bam
2996,2,>1000,Tumor,E27-tumor.bam
30614652,2,>1000,Tumor,E27-tumor.bam
941,2,500-1000,Tumor,E27-tumor.bam
2323,2,>1000,Tumor,E27-tumor.bam
30614668,2,>1000,Tumor,E27-tumor.bam
636,2,500-1000,Tumor,E27-tumor.bam
2280,2,>1000,Tumor,E27-tumor.bam
1088,2,>1000,Tumor,E27-tumor.bam
82813555,2,>1000,Tumor,E27-tumor.bam
1305,2,>1000,Tumor,E27-tumor.bam
1244,2,>1000,Tumor,E27-tumor.bam
1035,2,>1000,Tumor,E27-tumor.bam
1295,2,>1000,Tumor,E27-tumor.bam
1365,2,>1000,Tumor,E27-tumor.bam
77318049,2,>1000,Tumor,E27-tumor.bam
18644854,2,>1000,Tumor,E27-tumor.bam
3227807,2,>1000,Tumor,E27-tumor.bam
27092430,2,>1000,Tumor,E27-tumor.bam
35420398,2,>1000,Tumor,E27-tumor.bam
834,2,500-1000,Tumor,E27-tumor.bam
1181,2,>1000,Tumor,E27-tumor.bam
7513,2,>1000,Tumor,E27-tumor.bam
3227854,2,>1000,Tumor,E27-tumor.bam
54712259,2,>1000,Tumor,E27-tumor.bam
54712402,2,>1000,Tumor,E27-tumor.bam
36904780,2,>1000,Tumor,E27-tumor.bam
2074,2,>1000,Tumor,E27-tumor.bam
984,2,500-1000,Tumor,E27-tumor.bam
51321677,2,>1000,Tumor,E27-tumor.bam
1686,2,>1000,Tumor,E27-tumor.bam
1070,2,>1000,Tumor,E27-tumor.bam
1694,2,>1000,Tumor,E27-tumor.bam
1297,2,>1000,Tumor,E27-tumor.bam
490253,2,>1000,Tumor,E27-tumor.bam
500012,2,>1000,Tumor,E27-tumor.bam
485685,2,>1000,Tumor,E27-tumor.bam
485701,2,>1000,Tumor,E27-tumor.bam
490280,2,>1000,Tumor,E27-tumor.bam
490277,2,>1000,Tumor,E27-tumor.bam
488021,2,>1000,Tumor,E27-tumor.bam
1826,2,>1000,Tumor,E27-tumor.bam
22448,2,>1000,Tumor,E27-tumor.bam
4279,2,>1000,Tumor,E27-tumor.bam
1273,2,>1000,Tumor,E27-tumor.bam
8381,2,>1000,Tumor,E27-tumor.bam
2640,2,>1000,Tumor,E27-tumor.bam
16390,2,>1000,Tumor,E27-tumor.bam
35687,2,>1000,Tumor,E27-tumor.bam
35697,2,>1000,Tumor,E27-tumor.bam
18829,2,>1000,Tumor,E27-tumor.bam
71723134,2,>1000,Tumor,E27-tumor.bam
7912,2,>1000,Tumor,E27-tumor.bam
6551,2,>1000,Tumor,E27-tumor.bam
1603,2,>1000,Tumor,E27-tumor.bam
124306318,2,>1000,Tumor,E27-tumor.bam
7548,2,>1000,Tumor,E27-tumor.bam
7685,2,>1000,Tumor,E27-tumor.bam
19983,2,>1000,Tumor,E27-tumor.bam
18325,2,>1000,Tumor,E27-tumor.bam
4041,2,>1000,Tumor,E27-tumor.bam
3128,2,>1000,Tumor,E27-tumor.bam
7866,2,>1000,Tumor,E27-tumor.bam
31627154,2,>1000,Tumor,E27-tumor.bam
31627294,2,>1000,Tumor,E27-tumor.bam
2193,2,>1000,Tumor,E27-tumor.bam
1411,2,>1000,Tumor,E27-tumor.bam
3139,2,>1000,Tumor,E27-tumor.bam
631,2,500-1000,Tumor,E27-tumor.bam
992,2,500-1000,Tumor,E27-tumor.bam
35982102,2,>1000,Tumor,E27-tumor.bam
1226,2,>1000,Tumor,E27-tumor.bam
937,2,500-1000,Tumor,E27-tumor.bam
790,2,500-1000,Tumor,E27-tumor.bam
997,2,500-1000,Tumor,E27-tumor.bam
23188057,2,>1000,Tumor,E27-tumor.bam
1197,2,>1000,Tumor,E27-tumor.bam
989,2,500-1000,Tumor,E27-tumor.bam
878,2,500-1000,Tumor,E27-tumor.bam
806,2,500-1000,Tumor,E27-tumor.bam
1534,2,>1000,Tumor,E27-tumor.bam
1604,2,>1000,Tumor,E27-tumor.bam
1345,2,>1000,Tumor,E27-tumor.bam
1170,2,>1000,Tumor,E27-tumor.bam
756,2,500-1000,Tumor,E27-tumor.bam
82935900,2,>1000,Tumor,E27-tumor.bam
124306292,2,>1000,Tumor,E27-tumor.bam
128649166,2,>1000,Tumor,E27-tumor.bam
16500198,2,>1000,Tumor,E27-tumor.bam
1028,2,>1000,Tumor,E27-tumor.bam
43915562,2,>1000,Tumor,E27-tumor.bam
43915593,2,>1000,Tumor,E27-tumor.bam
7814631,2,>1000,Tumor,E27-tumor.bam
109950300,2,>1000,Tumor,E27-tumor.bam
4331,2,>1000,Tumor,E27-tumor.bam
935,2,500-1000,Tumor,E27-tumor.bam
861,2,500-1000,Tumor,E27-tumor.bam
49229747,2,>1000,Tumor,E27-tumor.bam
49229702,2,>1000,Tumor,E27-tumor.bam
868,2,500-1000,Tumor,E27-tumor.bam
969,2,500-1000,Tumor,E27-tumor.bam
2116,2,>1000,Tumor,E27-tumor.bam
29327312,2,>1000,Tumor,E27-tumor.bam
1033,2,>1000,Tumor,E27-tumor.bam
872,2,500-1000,Tumor,E27-tumor.bam
601,2,500-1000,Tumor,E27-tumor.bam
2483,2,>1000,Tumor,E27-tumor.bam
95911716,2,>1000,Tumor,E27-tumor.bam
781,2,500-1000,Tumor,E27-tumor.bam
1287,2,>1000,Tumor,E27-tumor.bam
1828,2,>1000,Tumor,E27-tumor.bam
95911879,2,>1000,Tumor,E27-tumor.bam
137187228,2,>1000,Tumor,E27-tumor.bam
1126,2,>1000,Tumor,E27-tumor.bam
646,2,500-1000,Tumor,E27-tumor.bam
2292,2,>1000,Tumor,E27-tumor.bam
68243916,2,>1000,Tumor,E27-tumor.bam
77139900,2,>1000,Tumor,E27-tumor.bam
1375,2,>1000,Tumor,E27-tumor.bam
38415591,2,>1000,Tumor,E27-tumor.bam
38415608,2,>1000,Tumor,E27-tumor.bam
3052,2,>1000,Tumor,E27-tumor.bam
1190,2,>1000,Tumor,E27-tumor.bam
1146,2,>1000,Tumor,E27-tumor.bam
158677318,2,>1000,Tumor,E27-tumor.bam
158677344,2,>1000,Tumor,E27-tumor.bam
16315956,2,>1000,Tumor,E27-tumor.bam
16315869,2,>1000,Tumor,E27-tumor.bam
78361399,2,>1000,Tumor,E27-tumor.bam
1886,2,>1000,Tumor,E27-tumor.bam
1879,2,>1000,Tumor,E27-tumor.bam
1021,2,>1000,Tumor,E27-tumor.bam
186659319,2,>1000,Tumor,E27-tumor.bam
324114,2,>1000,Tumor,E27-tumor.bam
27999118,2,>1000,Tumor,E27-tumor.bam
36940625,2,>1000,Tumor,E27-tumor.bam
36940618,2,>1000,Tumor,E27-tumor.bam
98287,2,>1000,Tumor,E27-tumor.bam
75178567,2,>1000,Tumor,E27-tumor.bam
75178704,2,>1000,Tumor,E27-tumor.bam
730,2,500-1000,Tumor,E27-tumor.bam
47964065,2,>1000,Tumor,E27-tumor.bam
47964060,2,>1000,Tumor,E27-tumor.bam
669,2,500-1000,Tumor,E27-tumor.bam
696,2,500-1000,Tumor,E27-tumor.bam
127491680,2,>1000,Tumor,E27-tumor.bam
127491669,2,>1000,Tumor,E27-tumor.bam
16383,2,>1000,Tumor,E27-tumor.bam
16335,2,>1000,Tumor,E27-tumor.bam
16414,2,>1000,Tumor,E27-tumor.bam
18069849,2,>1000,Tumor,E27-tumor.bam
16389,2,>1000,Tumor,E27-tumor.bam
16470,1,>1000,Tumor,E27-tumor.bam
16408,1,>1000,Tumor,E27-tumor.bam
16227,1,>1000,Tumor,E27-tumor.bam
24197,1,>1000,Tumor,E27-tumor.bam
46774,1,>1000,Tumor,E27-tumor.bam
10523,1,>1000,Tumor,E27-tumor.bam
5499,1,>1000,Tumor,E27-tumor.bam
10438,1,>1000,Tumor,E27-tumor.bam
2099,1,>1000,Tumor,E27-tumor.bam
18160297,1,>1000,Tumor,E27-tumor.bam
48543437,1,>1000,Tumor,E27-tumor.bam
18385785,1,>1000,Tumor,E27-tumor.bam
64915124,1,>1000,Tumor,E27-tumor.bam
10397,1,>1000,Tumor,E27-tumor.bam
69035,1,>1000,Tumor,E27-tumor.bam
16382,1,>1000,Tumor,E27-tumor.bam
102170538,1,>1000,Tumor,E27-tumor.bam
8319737,1,>1000,Tumor,E27-tumor.bam
8319750,1,>1000,Tumor,E27-tumor.bam
61468298,1,>1000,Tumor,E27-tumor.bam
90203519,1,>1000,Tumor,E27-tumor.bam
16448,1,>1000,Tumor,E27-tumor.bam
16442,1,>1000,Tumor,E27-tumor.bam
16312,1,>1000,Tumor,E27-tumor.bam
16440,1,>1000,Tumor,E27-tumor.bam
16452,1,>1000,Tumor,E27-tumor.bam
16384,1,>1000,Tumor,E27-tumor.bam
16439,1,>1000,Tumor,E27-tumor.bam
16368,1,>1000,Tumor,E27-tumor.bam
16443,1,>1000,Tumor,E27-tumor.bam
16330,1,>1000,Tumor,E27-tumor.bam
107989973,1,>1000,Tumor,E27-tumor.bam
45542612,1,>1000,Tumor,E27-tumor.bam
6757839,1,>1000,Tumor,E27-tumor.bam
9483960,1,>1000,Tumor,E27-tumor.bam
19684960,1,>1000,Tumor,E27-tumor.bam
6349386,1,>1000,Tumor,E27-tumor.bam
6349238,1,>1000,Tumor,E27-tumor.bam
310780,1,>1000,Tumor,E27-tumor.bam
18966901,1,>1000,Tumor,E27-tumor.bam
18966918,1,>1000,Tumor,E27-tumor.bam
83367681,1,>1000,Tumor,E27-tumor.bam
131440824,1,>1000,Tumor,E27-tumor.bam
131440816,1,>1000,Tumor,E27-tumor.bam
80893451,1,>1000,Tumor,E27-tumor.bam
80893328,1,>1000,Tumor,E27-tumor.bam
11178112,1,>1000,Tumor,E27-tumor.bam
146054962,1,>1000,Tumor,E27-tumor.bam
122072951,1,>1000,Tumor,E27-tumor.bam
30619187,1,>1000,Tumor,E27-tumor.bam
64133162,1,>1000,Tumor,E27-tumor.bam
2248,1,>1000,Tumor,E27-tumor.bam
17339365,1,>1000,Tumor,E27-tumor.bam
17339418,1,>1000,Tumor,E27-tumor.bam
149903051,1,>1000,Tumor,E27-tumor.bam
87368048,1,>1000,Tumor,E27-tumor.bam
31090316,1,>1000,Tumor,E27-tumor.bam
31502591,1,>1000,Tumor,E27-tumor.bam
31502634,1,>1000,Tumor,E27-tumor.bam
126808026,1,>1000,Tumor,E27-tumor.bam
126808071,1,>1000,Tumor,E27-tumor.bam
1219,1,>1000,Tumor,E27-tumor.bam
1228,1,>1000,Tumor,E27-tumor.bam
45542771,1,>1000,Tumor,E27-tumor.bam
47709573,1,>1000,Tumor,E27-tumor.bam
180584896,1,>1000,Tumor,E27-tumor.bam
180584748,1,>1000,Tumor,E27-tumor.bam
13240977,1,>1000,Tumor,E27-tumor.bam
138639984,1,>1000,Tumor,E27-tumor.bam
9483802,1,>1000,Tumor,E27-tumor.bam
8298161,1,>1000,Tumor,E27-tumor.bam
80088958,1,>1000,Tumor,E27-tumor.bam
162072177,1,>1000,Tumor,E27-tumor.bam
81974128,1,>1000,Tumor,E27-tumor.bam
146603811,1,>1000,Tumor,E27-tumor.bam
107605396,1,>1000,Tumor,E27-tumor.bam
107605541,1,>1000,Tumor,E27-tumor.bam
21697497,1,>1000,Tumor,E27-tumor.bam
21088723,1,>1000,Tumor,E27-tumor.bam
129481880,1,>1000,Tumor,E27-tumor.bam
110761502,1,>1000,Tumor,E27-tumor.bam
23541472,1,>1000,Tumor,E27-tumor.bam
107972718,1,>1000,Tumor,E27-tumor.bam
107972568,1,>1000,Tumor,E27-tumor.bam
142356885,1,>1000,Tumor,E27-tumor.bam
142356854,1,>1000,Tumor,E27-tumor.bam
31856795,1,>1000,Tumor,E27-tumor.bam
196334301,1,>1000,Tumor,E27-tumor.bam
18292589,1,>1000,Tumor,E27-tumor.bam
18292647,1,>1000,Tumor,E27-tumor.bam
87835347,1,>1000,Tumor,E27-tumor.bam
122534839,1,>1000,Tumor,E27-tumor.bam
16300006,1,>1000,Tumor,E27-tumor.bam
16299844,1,>1000,Tumor,E27-tumor.bam
3312169,1,>1000,Tumor,E27-tumor.bam
3312034,1,>1000,Tumor,E27-tumor.bam
60085722,1,>1000,Tumor,E27-tumor.bam
70677410,1,>1000,Tumor,E27-tumor.bam
46488479,1,>1000,Tumor,E27-tumor.bam
