Fragment Size,Count,Range,Group,BAM File
45224484,1,>1000,Tumor,E27-tumor.bam
45224468,1,>1000,Tumor,E27-tumor.bam
95054629,1,>1000,Tumor,E27-tumor.bam
147370925,1,>1000,Tumor,E27-tumor.bam
98278,1,>1000,Tumor,E27-tumor.bam
62843413,1,>1000,Tumor,E27-tumor.bam
62843449,1,>1000,Tumor,E27-tumor.bam
76342655,1,>1000,Tumor,E27-tumor.bam
76342759,1,>1000,Tumor,E27-tumor.bam
81973984,1,>1000,Tumor,E27-tumor.bam
16849039,1,>1000,Tumor,E27-tumor.bam
16849019,1,>1000,Tumor,E27-tumor.bam
110761490,1,>1000,Tumor,E27-tumor.bam
136944693,1,>1000,Tumor,E27-tumor.bam
136944742,1,>1000,Tumor,E27-tumor.bam
179596723,1,>1000,Tumor,E27-tumor.bam
77487538,1,>1000,Tumor,E27-tumor.bam
1653,1,>1000,Tumor,E27-tumor.bam
198559316,1,>1000,Tumor,E27-tumor.bam
18435569,1,>1000,Tumor,E27-tumor.bam
18435543,1,>1000,Tumor,E27-tumor.bam
3104,1,>1000,Tumor,E27-tumor.bam
137243828,1,>1000,Tumor,E27-tumor.bam
137243879,1,>1000,Tumor,E27-tumor.bam
67640557,1,>1000,Tumor,E27-tumor.bam
67640570,1,>1000,Tumor,E27-tumor.bam
50377813,1,>1000,Tumor,E27-tumor.bam
56432164,1,>1000,Tumor,E27-tumor.bam
60085615,1,>1000,Tumor,E27-tumor.bam
85388455,1,>1000,Tumor,E27-tumor.bam
158700555,1,>1000,Tumor,E27-tumor.bam
90203484,1,>1000,Tumor,E27-tumor.bam
14243,1,>1000,Tumor,E27-tumor.bam
28823271,1,>1000,Tumor,E27-tumor.bam
28823341,1,>1000,Tumor,E27-tumor.bam
10135049,1,>1000,Tumor,E27-tumor.bam
13106917,1,>1000,Tumor,E27-tumor.bam
68439033,1,>1000,Tumor,E27-tumor.bam
68439073,1,>1000,Tumor,E27-tumor.bam
19684848,1,>1000,Tumor,E27-tumor.bam
94181677,1,>1000,Tumor,E27-tumor.bam
94181804,1,>1000,Tumor,E27-tumor.bam
114251807,1,>1000,Tumor,E27-tumor.bam
132587387,1,>1000,Tumor,E27-tumor.bam
51918467,1,>1000,Tumor,E27-tumor.bam
172237732,1,>1000,Tumor,E27-tumor.bam
20666162,1,>1000,Tumor,E27-tumor.bam
2785,1,>1000,Tumor,E27-tumor.bam
3150800,1,>1000,Tumor,E27-tumor.bam
96245929,1,>1000,Tumor,E27-tumor.bam
96245845,1,>1000,Tumor,E27-tumor.bam
24340022,1,>1000,Tumor,E27-tumor.bam
24339871,1,>1000,Tumor,E27-tumor.bam
78246288,1,>1000,Tumor,E27-tumor.bam
29814830,1,>1000,Tumor,E27-tumor.bam
29814877,1,>1000,Tumor,E27-tumor.bam
8378258,1,>1000,Tumor,E27-tumor.bam
8378252,1,>1000,Tumor,E27-tumor.bam
7181169,1,>1000,Tumor,E27-tumor.bam
5272768,1,>1000,Tumor,E27-tumor.bam
20041843,1,>1000,Tumor,E27-tumor.bam
69032345,1,>1000,Tumor,E27-tumor.bam
95874328,1,>1000,Tumor,E27-tumor.bam
95874477,1,>1000,Tumor,E27-tumor.bam
11890782,1,>1000,Tumor,E27-tumor.bam
11890757,1,>1000,Tumor,E27-tumor.bam
126821664,1,>1000,Tumor,E27-tumor.bam
126821687,1,>1000,Tumor,E27-tumor.bam
15588361,1,>1000,Tumor,E27-tumor.bam
6071175,1,>1000,Tumor,E27-tumor.bam
15293972,1,>1000,Tumor,E27-tumor.bam
15293985,1,>1000,Tumor,E27-tumor.bam
43079011,1,>1000,Tumor,E27-tumor.bam
10634689,1,>1000,Tumor,E27-tumor.bam
10634725,1,>1000,Tumor,E27-tumor.bam
113035970,1,>1000,Tumor,E27-tumor.bam
172237866,1,>1000,Tumor,E27-tumor.bam
145733799,1,>1000,Tumor,E27-tumor.bam
2927,1,>1000,Tumor,E27-tumor.bam
78361391,1,>1000,Tumor,E27-tumor.bam
22880288,1,>1000,Tumor,E27-tumor.bam
209789046,1,>1000,Tumor,E27-tumor.bam
209788894,1,>1000,Tumor,E27-tumor.bam
219687661,1,>1000,Tumor,E27-tumor.bam
214786460,1,>1000,Tumor,E27-tumor.bam
126261247,1,>1000,Tumor,E27-tumor.bam
4158,1,>1000,Tumor,E27-tumor.bam
55604827,1,>1000,Tumor,E27-tumor.bam
70763074,1,>1000,Tumor,E27-tumor.bam
70763091,1,>1000,Tumor,E27-tumor.bam
1048,1,>1000,Tumor,E27-tumor.bam
45401446,1,>1000,Tumor,E27-tumor.bam
45401457,1,>1000,Tumor,E27-tumor.bam
115350350,1,>1000,Tumor,E27-tumor.bam
199101376,1,>1000,Tumor,E27-tumor.bam
128588209,1,>1000,Tumor,E27-tumor.bam
3009,1,>1000,Tumor,E27-tumor.bam
49788671,1,>1000,Tumor,E27-tumor.bam
129390177,1,>1000,Tumor,E27-tumor.bam
54740146,1,>1000,Tumor,E27-tumor.bam
73982604,1,>1000,Tumor,E27-tumor.bam
77139848,1,>1000,Tumor,E27-tumor.bam
77139849,1,>1000,Tumor,E27-tumor.bam
2724,1,>1000,Tumor,E27-tumor.bam
2721,1,>1000,Tumor,E27-tumor.bam
1229,1,>1000,Tumor,E27-tumor.bam
160389882,1,>1000,Tumor,E27-tumor.bam
160389885,1,>1000,Tumor,E27-tumor.bam
145733681,1,>1000,Tumor,E27-tumor.bam
52399337,1,>1000,Tumor,E27-tumor.bam
48013374,1,>1000,Tumor,E27-tumor.bam
199101252,1,>1000,Tumor,E27-tumor.bam
36177203,1,>1000,Tumor,E27-tumor.bam
50492675,1,>1000,Tumor,E27-tumor.bam
42677328,1,>1000,Tumor,E27-tumor.bam
165432266,1,>1000,Tumor,E27-tumor.bam
2919,1,>1000,Tumor,E27-tumor.bam
14256620,1,>1000,Tumor,E27-tumor.bam
41560826,1,>1000,Tumor,E27-tumor.bam
13606003,1,>1000,Tumor,E27-tumor.bam
13606120,1,>1000,Tumor,E27-tumor.bam
42042253,1,>1000,Tumor,E27-tumor.bam
96070829,1,>1000,Tumor,E27-tumor.bam
96070869,1,>1000,Tumor,E27-tumor.bam
29887263,1,>1000,Tumor,E27-tumor.bam
10438456,1,>1000,Tumor,E27-tumor.bam
57899651,1,>1000,Tumor,E27-tumor.bam
765,1,500-1000,Tumor,E27-tumor.bam
113656874,1,>1000,Tumor,E27-tumor.bam
7517054,1,>1000,Tumor,E27-tumor.bam
66092762,1,>1000,Tumor,E27-tumor.bam
79195073,1,>1000,Tumor,E27-tumor.bam
47671174,1,>1000,Tumor,E27-tumor.bam
47671306,1,>1000,Tumor,E27-tumor.bam
158546232,1,>1000,Tumor,E27-tumor.bam
165829408,1,>1000,Tumor,E27-tumor.bam
165829566,1,>1000,Tumor,E27-tumor.bam
21682054,1,>1000,Tumor,E27-tumor.bam
21682046,1,>1000,Tumor,E27-tumor.bam
8477330,1,>1000,Tumor,E27-tumor.bam
56321299,1,>1000,Tumor,E27-tumor.bam
42042417,1,>1000,Tumor,E27-tumor.bam
74324890,1,>1000,Tumor,E27-tumor.bam
117394721,1,>1000,Tumor,E27-tumor.bam
132587291,1,>1000,Tumor,E27-tumor.bam
35194930,1,>1000,Tumor,E27-tumor.bam
35195093,1,>1000,Tumor,E27-tumor.bam
82684089,1,>1000,Tumor,E27-tumor.bam
82683926,1,>1000,Tumor,E27-tumor.bam
33531959,1,>1000,Tumor,E27-tumor.bam
111561104,1,>1000,Tumor,E27-tumor.bam
68659708,1,>1000,Tumor,E27-tumor.bam
68659609,1,>1000,Tumor,E27-tumor.bam
87172745,1,>1000,Tumor,E27-tumor.bam
68242249,1,>1000,Tumor,E27-tumor.bam
68242236,1,>1000,Tumor,E27-tumor.bam
10438416,1,>1000,Tumor,E27-tumor.bam
117399492,1,>1000,Tumor,E27-tumor.bam
760,1,500-1000,Tumor,E27-tumor.bam
8477296,1,>1000,Tumor,E27-tumor.bam
163608635,1,>1000,Tumor,E27-tumor.bam
163608729,1,>1000,Tumor,E27-tumor.bam
34782453,1,>1000,Tumor,E27-tumor.bam
131464141,1,>1000,Tumor,E27-tumor.bam
86036206,1,>1000,Tumor,E27-tumor.bam
13139255,1,>1000,Tumor,E27-tumor.bam
1616,1,>1000,Tumor,E27-tumor.bam
79776911,1,>1000,Tumor,E27-tumor.bam
30955123,1,>1000,Tumor,E27-tumor.bam
102326345,1,>1000,Tumor,E27-tumor.bam
9188873,1,>1000,Tumor,E27-tumor.bam
25822435,1,>1000,Tumor,E27-tumor.bam
1902,1,>1000,Tumor,E27-tumor.bam
11837435,1,>1000,Tumor,E27-tumor.bam
1230,1,>1000,Tumor,E27-tumor.bam
996,1,500-1000,Tumor,E27-tumor.bam
36979029,1,>1000,Tumor,E27-tumor.bam
139608049,1,>1000,Tumor,E27-tumor.bam
42315780,1,>1000,Tumor,E27-tumor.bam
55041077,1,>1000,Tumor,E27-tumor.bam
61703587,1,>1000,Tumor,E27-tumor.bam
61703692,1,>1000,Tumor,E27-tumor.bam
108145650,1,>1000,Tumor,E27-tumor.bam
2092907,1,>1000,Tumor,E27-tumor.bam
2092940,1,>1000,Tumor,E27-tumor.bam
10321866,1,>1000,Tumor,E27-tumor.bam
152569419,1,>1000,Tumor,E27-tumor.bam
3647183,1,>1000,Tumor,E27-tumor.bam
3647203,1,>1000,Tumor,E27-tumor.bam
85550981,1,>1000,Tumor,E27-tumor.bam
1057,1,>1000,Tumor,E27-tumor.bam
3414,1,>1000,Tumor,E27-tumor.bam
3383,1,>1000,Tumor,E27-tumor.bam
21443444,1,>1000,Tumor,E27-tumor.bam
21443521,1,>1000,Tumor,E27-tumor.bam
42693052,1,>1000,Tumor,E27-tumor.bam
42693054,1,>1000,Tumor,E27-tumor.bam
143490306,1,>1000,Tumor,E27-tumor.bam
143490250,1,>1000,Tumor,E27-tumor.bam
900,1,500-1000,Tumor,E27-tumor.bam
94125928,1,>1000,Tumor,E27-tumor.bam
57483033,1,>1000,Tumor,E27-tumor.bam
37993821,1,>1000,Tumor,E27-tumor.bam
5340051,1,>1000,Tumor,E27-tumor.bam
131596672,1,>1000,Tumor,E27-tumor.bam
98847325,1,>1000,Tumor,E27-tumor.bam
98847481,1,>1000,Tumor,E27-tumor.bam
68291671,1,>1000,Tumor,E27-tumor.bam
15679160,1,>1000,Tumor,E27-tumor.bam
62942476,1,>1000,Tumor,E27-tumor.bam
62942585,1,>1000,Tumor,E27-tumor.bam
7491222,1,>1000,Tumor,E27-tumor.bam
7491197,1,>1000,Tumor,E27-tumor.bam
99070458,1,>1000,Tumor,E27-tumor.bam
99070582,1,>1000,Tumor,E27-tumor.bam
1010,1,>1000,Tumor,E27-tumor.bam
5612834,1,>1000,Tumor,E27-tumor.bam
41147661,1,>1000,Tumor,E27-tumor.bam
41147584,1,>1000,Tumor,E27-tumor.bam
15192620,1,>1000,Tumor,E27-tumor.bam
15192477,1,>1000,Tumor,E27-tumor.bam
77121200,1,>1000,Tumor,E27-tumor.bam
114766064,1,>1000,Tumor,E27-tumor.bam
82789999,1,>1000,Tumor,E27-tumor.bam
25095523,1,>1000,Tumor,E27-tumor.bam
70236827,1,>1000,Tumor,E27-tumor.bam
40795794,1,>1000,Tumor,E27-tumor.bam
86239061,1,>1000,Tumor,E27-tumor.bam
86238994,1,>1000,Tumor,E27-tumor.bam
23959776,1,>1000,Tumor,E27-tumor.bam
85348507,1,>1000,Tumor,E27-tumor.bam
1548934,1,>1000,Tumor,E27-tumor.bam
95054489,1,>1000,Tumor,E27-tumor.bam
1626,1,>1000,Tumor,E27-tumor.bam
15435503,1,>1000,Tumor,E27-tumor.bam
1898,1,>1000,Tumor,E27-tumor.bam
70259740,1,>1000,Tumor,E27-tumor.bam
31784032,1,>1000,Tumor,E27-tumor.bam
2069,1,>1000,Tumor,E27-tumor.bam
7162664,1,>1000,Tumor,E27-tumor.bam
23841412,1,>1000,Tumor,E27-tumor.bam
23841281,1,>1000,Tumor,E27-tumor.bam
20280553,1,>1000,Tumor,E27-tumor.bam
63815987,1,>1000,Tumor,E27-tumor.bam
69780730,1,>1000,Tumor,E27-tumor.bam
63197764,1,>1000,Tumor,E27-tumor.bam
5449015,1,>1000,Tumor,E27-tumor.bam
5449162,1,>1000,Tumor,E27-tumor.bam
18289035,1,>1000,Tumor,E27-tumor.bam
124148590,1,>1000,Tumor,E27-tumor.bam
56060372,1,>1000,Tumor,E27-tumor.bam
56060314,1,>1000,Tumor,E27-tumor.bam
77121246,1,>1000,Tumor,E27-tumor.bam
21029524,1,>1000,Tumor,E27-tumor.bam
70549062,1,>1000,Tumor,E27-tumor.bam
70549161,1,>1000,Tumor,E27-tumor.bam
61238787,1,>1000,Tumor,E27-tumor.bam
57513070,1,>1000,Tumor,E27-tumor.bam
135022,1,>1000,Tumor,E27-tumor.bam
2309529,1,>1000,Tumor,E27-tumor.bam
45502102,1,>1000,Tumor,E27-tumor.bam
80197,1,>1000,Tumor,E27-tumor.bam
188062,1,>1000,Tumor,E27-tumor.bam
49504,1,>1000,Tumor,E27-tumor.bam
641490,1,>1000,Tumor,E27-tumor.bam
62887166,1,>1000,Tumor,E27-tumor.bam
62887321,1,>1000,Tumor,E27-tumor.bam
11309956,1,>1000,Tumor,E27-tumor.bam
11309888,1,>1000,Tumor,E27-tumor.bam
67607829,1,>1000,Tumor,E27-tumor.bam
50377811,1,>1000,Tumor,E27-tumor.bam
89320309,1,>1000,Tumor,E27-tumor.bam
1777,1,>1000,Tumor,E27-tumor.bam
1734,1,>1000,Tumor,E27-tumor.bam
37925483,1,>1000,Tumor,E27-tumor.bam
37925316,1,>1000,Tumor,E27-tumor.bam
63561761,1,>1000,Tumor,E27-tumor.bam
6888,1,>1000,Tumor,E27-tumor.bam
125160300,1,>1000,Tumor,E27-tumor.bam
43382403,1,>1000,Tumor,E27-tumor.bam
4531879,1,>1000,Tumor,E27-tumor.bam
18288879,1,>1000,Tumor,E27-tumor.bam
50495075,1,>1000,Tumor,E27-tumor.bam
79005448,1,>1000,Tumor,E27-tumor.bam
79005376,1,>1000,Tumor,E27-tumor.bam
3588,1,>1000,Tumor,E27-tumor.bam
3910,1,>1000,Tumor,E27-tumor.bam
3895,1,>1000,Tumor,E27-tumor.bam
39049,1,>1000,Tumor,E27-tumor.bam
850,1,500-1000,Tumor,E27-tumor.bam
64718636,1,>1000,Tumor,E27-tumor.bam
6322456,1,>1000,Tumor,E27-tumor.bam
68097272,1,>1000,Tumor,E27-tumor.bam
68097204,1,>1000,Tumor,E27-tumor.bam
44327658,1,>1000,Tumor,E27-tumor.bam
335151,1,>1000,Tumor,E27-tumor.bam
1449410,1,>1000,Tumor,E27-tumor.bam
641467,1,>1000,Tumor,E27-tumor.bam
245946,1,>1000,Tumor,E27-tumor.bam
246065,1,>1000,Tumor,E27-tumor.bam
317005,1,>1000,Tumor,E27-tumor.bam
3996032,1,>1000,Tumor,E27-tumor.bam
13184093,1,>1000,Tumor,E27-tumor.bam
16538437,1,>1000,Tumor,E27-tumor.bam
97729201,1,>1000,Tumor,E27-tumor.bam
97729095,1,>1000,Tumor,E27-tumor.bam
48671857,1,>1000,Tumor,E27-tumor.bam
78652762,1,>1000,Tumor,E27-tumor.bam
26314915,1,>1000,Tumor,E27-tumor.bam
27869710,1,>1000,Tumor,E27-tumor.bam
27869659,1,>1000,Tumor,E27-tumor.bam
25981849,1,>1000,Tumor,E27-tumor.bam
30801226,1,>1000,Tumor,E27-tumor.bam
41360411,1,>1000,Tumor,E27-tumor.bam
127383996,1,>1000,Tumor,E27-tumor.bam
316908,1,>1000,Tumor,E27-tumor.bam
41360578,1,>1000,Tumor,E27-tumor.bam
114337037,1,>1000,Tumor,E27-tumor.bam
110389706,1,>1000,Tumor,E27-tumor.bam
17097115,1,>1000,Tumor,E27-tumor.bam
17097134,1,>1000,Tumor,E27-tumor.bam
55288233,1,>1000,Tumor,E27-tumor.bam
107054071,1,>1000,Tumor,E27-tumor.bam
107054056,1,>1000,Tumor,E27-tumor.bam
53206100,1,>1000,Tumor,E27-tumor.bam
96438324,1,>1000,Tumor,E27-tumor.bam
96438300,1,>1000,Tumor,E27-tumor.bam
25704688,1,>1000,Tumor,E27-tumor.bam
25704632,1,>1000,Tumor,E27-tumor.bam
59122669,1,>1000,Tumor,E27-tumor.bam
59122533,1,>1000,Tumor,E27-tumor.bam
78623186,1,>1000,Tumor,E27-tumor.bam
78623141,1,>1000,Tumor,E27-tumor.bam
30762697,1,>1000,Tumor,E27-tumor.bam
30762730,1,>1000,Tumor,E27-tumor.bam
61571102,1,>1000,Tumor,E27-tumor.bam
34677673,1,>1000,Tumor,E27-tumor.bam
63784324,1,>1000,Tumor,E27-tumor.bam
51070045,1,>1000,Tumor,E27-tumor.bam
51069954,1,>1000,Tumor,E27-tumor.bam
66403664,1,>1000,Tumor,E27-tumor.bam
100810107,1,>1000,Tumor,E27-tumor.bam
96475337,1,>1000,Tumor,E27-tumor.bam
96475385,1,>1000,Tumor,E27-tumor.bam
81962630,1,>1000,Tumor,E27-tumor.bam
72782614,1,>1000,Tumor,E27-tumor.bam
5001188,1,>1000,Tumor,E27-tumor.bam
103825224,1,>1000,Tumor,E27-tumor.bam
11366031,1,>1000,Tumor,E27-tumor.bam
840,1,500-1000,Tumor,E27-tumor.bam
49523243,1,>1000,Tumor,E27-tumor.bam
657,1,500-1000,Tumor,E27-tumor.bam
90971482,1,>1000,Tumor,E27-tumor.bam
59936772,1,>1000,Tumor,E27-tumor.bam
1515,1,>1000,Tumor,E27-tumor.bam
128511685,1,>1000,Tumor,E27-tumor.bam
1157,1,>1000,Tumor,E27-tumor.bam
59861314,1,>1000,Tumor,E27-tumor.bam
65757178,1,>1000,Tumor,E27-tumor.bam
1120,1,>1000,Tumor,E27-tumor.bam
1137,1,>1000,Tumor,E27-tumor.bam
71011920,1,>1000,Tumor,E27-tumor.bam
40452610,1,>1000,Tumor,E27-tumor.bam
57996588,1,>1000,Tumor,E27-tumor.bam
40452765,1,>1000,Tumor,E27-tumor.bam
26874424,1,>1000,Tumor,E27-tumor.bam
58159973,1,>1000,Tumor,E27-tumor.bam
58160075,1,>1000,Tumor,E27-tumor.bam
22514655,1,>1000,Tumor,E27-tumor.bam
27166783,1,>1000,Tumor,E27-tumor.bam
27166834,1,>1000,Tumor,E27-tumor.bam
16172818,1,>1000,Tumor,E27-tumor.bam
20279501,1,>1000,Tumor,E27-tumor.bam
20279346,1,>1000,Tumor,E27-tumor.bam
9136257,1,>1000,Tumor,E27-tumor.bam
9136268,1,>1000,Tumor,E27-tumor.bam
116062402,1,>1000,Tumor,E27-tumor.bam
109950308,1,>1000,Tumor,E27-tumor.bam
40424927,1,>1000,Tumor,E27-tumor.bam
40424792,1,>1000,Tumor,E27-tumor.bam
114414013,1,>1000,Tumor,E27-tumor.bam
159860797,1,>1000,Tumor,E27-tumor.bam
159860870,1,>1000,Tumor,E27-tumor.bam
4184,1,>1000,Tumor,E27-tumor.bam
2220,1,>1000,Tumor,E27-tumor.bam
2297,1,>1000,Tumor,E27-tumor.bam
16357928,1,>1000,Tumor,E27-tumor.bam
16358064,1,>1000,Tumor,E27-tumor.bam
8822538,1,>1000,Tumor,E27-tumor.bam
8822566,1,>1000,Tumor,E27-tumor.bam
39845103,1,>1000,Tumor,E27-tumor.bam
39845000,1,>1000,Tumor,E27-tumor.bam
70804798,1,>1000,Tumor,E27-tumor.bam
20853595,1,>1000,Tumor,E27-tumor.bam
23308804,1,>1000,Tumor,E27-tumor.bam
152679613,1,>1000,Tumor,E27-tumor.bam
126407393,1,>1000,Tumor,E27-tumor.bam
107064986,1,>1000,Tumor,E27-tumor.bam
174306090,1,>1000,Tumor,E27-tumor.bam
78081154,1,>1000,Tumor,E27-tumor.bam
78081205,1,>1000,Tumor,E27-tumor.bam
80824200,1,>1000,Tumor,E27-tumor.bam
176616095,1,>1000,Tumor,E27-tumor.bam
176616124,1,>1000,Tumor,E27-tumor.bam
26874298,1,>1000,Tumor,E27-tumor.bam
79464370,1,>1000,Tumor,E27-tumor.bam
79464263,1,>1000,Tumor,E27-tumor.bam
92975165,1,>1000,Tumor,E27-tumor.bam
92975081,1,>1000,Tumor,E27-tumor.bam
87447931,1,>1000,Tumor,E27-tumor.bam
40342215,1,>1000,Tumor,E27-tumor.bam
1586001,1,>1000,Tumor,E27-tumor.bam
134423805,1,>1000,Tumor,E27-tumor.bam
50357942,1,>1000,Tumor,E27-tumor.bam
50357941,1,>1000,Tumor,E27-tumor.bam
49850512,1,>1000,Tumor,E27-tumor.bam
96463869,1,>1000,Tumor,E27-tumor.bam
1443,1,>1000,Tumor,E27-tumor.bam
132170605,1,>1000,Tumor,E27-tumor.bam
142747451,1,>1000,Tumor,E27-tumor.bam
142747450,1,>1000,Tumor,E27-tumor.bam
142747452,1,>1000,Tumor,E27-tumor.bam
990,1,500-1000,Tumor,E27-tumor.bam
9751655,1,>1000,Tumor,E27-tumor.bam
9751760,1,>1000,Tumor,E27-tumor.bam
95560757,1,>1000,Tumor,E27-tumor.bam
141494605,1,>1000,Tumor,E27-tumor.bam
7814495,1,>1000,Tumor,E27-tumor.bam
7814498,1,>1000,Tumor,E27-tumor.bam
169068027,1,>1000,Tumor,E27-tumor.bam
2878067,1,>1000,Tumor,E27-tumor.bam
85527729,1,>1000,Tumor,E27-tumor.bam
110389752,1,>1000,Tumor,E27-tumor.bam
7217446,1,>1000,Tumor,E27-tumor.bam
7217305,1,>1000,Tumor,E27-tumor.bam
1384430,1,>1000,Tumor,E27-tumor.bam
1384429,1,>1000,Tumor,E27-tumor.bam
107973339,1,>1000,Tumor,E27-tumor.bam
101808396,1,>1000,Tumor,E27-tumor.bam
101808319,1,>1000,Tumor,E27-tumor.bam
53942205,1,>1000,Tumor,E27-tumor.bam
1254,1,>1000,Tumor,E27-tumor.bam
95909748,1,>1000,Tumor,E27-tumor.bam
86403700,1,>1000,Tumor,E27-tumor.bam
85097329,1,>1000,Tumor,E27-tumor.bam
12541101,1,>1000,Tumor,E27-tumor.bam
72886761,1,>1000,Tumor,E27-tumor.bam
18376983,1,>1000,Tumor,E27-tumor.bam
21631000,1,>1000,Tumor,E27-tumor.bam
21630951,1,>1000,Tumor,E27-tumor.bam
47586908,1,>1000,Tumor,E27-tumor.bam
39033929,1,>1000,Tumor,E27-tumor.bam
39033943,1,>1000,Tumor,E27-tumor.bam
76748526,1,>1000,Tumor,E27-tumor.bam
148920391,1,>1000,Tumor,E27-tumor.bam
140290737,1,>1000,Tumor,E27-tumor.bam
114050754,1,>1000,Tumor,E27-tumor.bam
1134,1,>1000,Tumor,E27-tumor.bam
10381,1,>1000,Tumor,E27-tumor.bam
2548164,1,>1000,Tumor,E27-tumor.bam
169068166,1,>1000,Tumor,E27-tumor.bam
53827230,1,>1000,Tumor,E27-tumor.bam
42938110,1,>1000,Tumor,E27-tumor.bam
42938078,1,>1000,Tumor,E27-tumor.bam
1022,1,>1000,Tumor,E27-tumor.bam
1278,1,>1000,Tumor,E27-tumor.bam
164773294,1,>1000,Tumor,E27-tumor.bam
90989697,1,>1000,Tumor,E27-tumor.bam
68512525,1,>1000,Tumor,E27-tumor.bam
162344644,1,>1000,Tumor,E27-tumor.bam
151303146,1,>1000,Tumor,E27-tumor.bam
151303309,1,>1000,Tumor,E27-tumor.bam
142401474,1,>1000,Tumor,E27-tumor.bam
3492,1,>1000,Tumor,E27-tumor.bam
3498,1,>1000,Tumor,E27-tumor.bam
91879337,1,>1000,Tumor,E27-tumor.bam
75716304,1,>1000,Tumor,E27-tumor.bam
23417,1,>1000,Tumor,E27-tumor.bam
23302,1,>1000,Tumor,E27-tumor.bam
1555809,1,>1000,Tumor,E27-tumor.bam
764,1,500-1000,Tumor,E27-tumor.bam
117931812,1,>1000,Tumor,E27-tumor.bam
1369,1,>1000,Tumor,E27-tumor.bam
43411011,1,>1000,Tumor,E27-tumor.bam
153565496,1,>1000,Tumor,E27-tumor.bam
67607661,1,>1000,Tumor,E27-tumor.bam
11277467,1,>1000,Tumor,E27-tumor.bam
53039212,1,>1000,Tumor,E27-tumor.bam
2140720,1,>1000,Tumor,E27-tumor.bam
1168181,1,>1000,Tumor,E27-tumor.bam
1545416,1,>1000,Tumor,E27-tumor.bam
1545489,1,>1000,Tumor,E27-tumor.bam
53827110,1,>1000,Tumor,E27-tumor.bam
123735567,1,>1000,Tumor,E27-tumor.bam
123735534,1,>1000,Tumor,E27-tumor.bam
95503039,1,>1000,Tumor,E27-tumor.bam
95503174,1,>1000,Tumor,E27-tumor.bam
81458431,1,>1000,Tumor,E27-tumor.bam
158338914,1,>1000,Tumor,E27-tumor.bam
121734653,1,>1000,Tumor,E27-tumor.bam
121734511,1,>1000,Tumor,E27-tumor.bam
157051612,1,>1000,Tumor,E27-tumor.bam
157051600,1,>1000,Tumor,E27-tumor.bam
136042002,1,>1000,Tumor,E27-tumor.bam
9035073,1,>1000,Tumor,E27-tumor.bam
131728576,1,>1000,Tumor,E27-tumor.bam
131728672,1,>1000,Tumor,E27-tumor.bam
62249953,1,>1000,Tumor,E27-tumor.bam
62249919,1,>1000,Tumor,E27-tumor.bam
41417112,1,>1000,Tumor,E27-tumor.bam
146409892,1,>1000,Tumor,E27-tumor.bam
146410039,1,>1000,Tumor,E27-tumor.bam
114602146,1,>1000,Tumor,E27-tumor.bam
114602106,1,>1000,Tumor,E27-tumor.bam
52197265,1,>1000,Tumor,E27-tumor.bam
46095914,1,>1000,Tumor,E27-tumor.bam
46096050,1,>1000,Tumor,E27-tumor.bam
39769165,1,>1000,Tumor,E27-tumor.bam
39769280,1,>1000,Tumor,E27-tumor.bam
113686586,1,>1000,Tumor,E27-tumor.bam
38128652,1,>1000,Tumor,E27-tumor.bam
153565608,1,>1000,Tumor,E27-tumor.bam
938,1,500-1000,Tumor,E27-tumor.bam
14248149,1,>1000,Tumor,E27-tumor.bam
15026748,1,>1000,Tumor,E27-tumor.bam
73184814,1,>1000,Tumor,E27-tumor.bam
120064408,1,>1000,Tumor,E27-tumor.bam
120064577,1,>1000,Tumor,E27-tumor.bam
86403668,1,>1000,Tumor,E27-tumor.bam
91284351,1,>1000,Tumor,E27-tumor.bam
91284436,1,>1000,Tumor,E27-tumor.bam
109266662,1,>1000,Tumor,E27-tumor.bam
109266645,1,>1000,Tumor,E27-tumor.bam
994,1,500-1000,Tumor,E27-tumor.bam
1688,1,>1000,Tumor,E27-tumor.bam
53093175,1,>1000,Tumor,E27-tumor.bam
53093132,1,>1000,Tumor,E27-tumor.bam
29221012,1,>1000,Tumor,E27-tumor.bam
103825362,1,>1000,Tumor,E27-tumor.bam
35293568,1,>1000,Tumor,E27-tumor.bam
41416962,1,>1000,Tumor,E27-tumor.bam
45272211,1,>1000,Tumor,E27-tumor.bam
45272235,1,>1000,Tumor,E27-tumor.bam
38128647,1,>1000,Tumor,E27-tumor.bam
1321,1,>1000,Tumor,E27-tumor.bam
14036233,1,>1000,Tumor,E27-tumor.bam
14036368,1,>1000,Tumor,E27-tumor.bam
70320735,1,>1000,Tumor,E27-tumor.bam
84689337,1,>1000,Tumor,E27-tumor.bam
3300,1,>1000,Tumor,E27-tumor.bam
3419,1,>1000,Tumor,E27-tumor.bam
73385356,1,>1000,Tumor,E27-tumor.bam
59106228,1,>1000,Tumor,E27-tumor.bam
59106217,1,>1000,Tumor,E27-tumor.bam
3098,1,>1000,Tumor,E27-tumor.bam
33063480,1,>1000,Tumor,E27-tumor.bam
33063474,1,>1000,Tumor,E27-tumor.bam
42581,1,>1000,Tumor,E27-tumor.bam
23935,1,>1000,Tumor,E27-tumor.bam
56736,1,>1000,Tumor,E27-tumor.bam
25426,1,>1000,Tumor,E27-tumor.bam
17806,1,>1000,Tumor,E27-tumor.bam
